destination_iata,city,country,attraction_name,category,description,tags,best_months,image_url,formatted_address,rating,user_rating_count,latitude,longitude,google_maps_uri,good_for_children
JFK,New York,United States of America,Times Square,city,The dazzling crossroads of the world in Midtown Manhattan.,"city,entertainment,landmark,nightlife","April,May,September,October",https://places.googleapis.com/v1/places/ChIJmQJIxlVYwokRLgeuocVOGVU/photos/AU_ZVEFzew9rM2RPtx59dP36rcI_E3bL6jcEHHCVVhNPYMhC2vYKPGPSjeY_ZqIab7aAJinjHcP95HKfv9rvD9QoRqlu_l1yR6r56RHweKnWBtvniqG0EHLT74bYR5RAJJcWE6uFn5i-4u2HKeEOst105aA9sH2BpD87gIwA7Mb5eYN86ipaQa5uReTqNwtukzwnm-4BUB_CKt5Ic7K9RQDXD_heZBWQwgrB7Szc16wdejDnp8q9PWqw8oQuZTzOHnbBOGmQjLZpSX5sNp7Eq3ZbVWK1rkt0VPhS5Ee1rilt4fLFrUMQBjZXuA8hEJjKr8vltb8PwbnH0Ix52AFV6BVAszimBIfUGWPjp_J_mXh43EFb_bjfzJFJALiYhA2hrNnBv8XzZoqp00R1wg14tFO5VrgTz6-vmQBE30o1MBK4isdALA/media?maxHeightPx=400&maxWidthPx=400&key=AIzaSyBGqPSoZtuSxawtrVO9GCXZ-Yq-lk2r-Yk,"Manhattan, NY 10036, USA",4.7,241059,40.7579747,-73.9855426,https://maps.google.com/?cid=6132018978369701678&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,
JFK,New York,United States of America,Central Park,outdoor,840 acres of green space in the heart of New York City.,"nature,outdoor,family,walking","April,May,September,October",https://places.googleapis.com/v1/places/ChIJ4zGFAZpYwokRGUGph3Mf37k/photos/AU_ZVEEV4D3VR5eGkrMia0Z4rg8uNscxVK8b8CNjO9nBSNMB9Dq2f9uakd2ijjTIYbCmBOpyY5-N35wY3mVnejwL2mX4WDwyZkaI1iv6Z37CLZuyPDmY0a9EIY1BIxNnD9sj_LeRYAPYGw16UB7i_EId7GGsC0Tu_qDaeE55a5IfmBxMEj9wOI5gfmynQlllhtu43ehE2pNpFX_1cUSWKzw2aEyPVDTprNxhbhiAVhDJG7P_3WE7kuElDAv_VLN3B7q12xJuaAgNExz44J5j5F_Vak6mXwVPzyhxTKy6EI1u1PLqJdN_d7-ghNWVQsSVRA4KNxRmPHBAgQlL6zoGeQQvbGw7CJDSk7vBSh-uZ3CxqBAXiA3IcQ09Cm3tkUW1DYjaF4CrhxU8wlID-G0ina6kfdeTxAaKCp6XRBxtUcs-L0BM2A/media?maxHeightPx=400&maxWidthPx=400&key=AIzaSyBGqPSoZtuSxawtrVO9GCXZ-Yq-lk2r-Yk,"New York, NY, USA",4.8,297674,40.7825547,-73.9655834,https://maps.google.com/?cid=13393458397880860953&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,True
JFK,New York,United States of America,The Metropolitan Museum of Art,culture,One of the world's largest and finest art museums.,"culture,art,history,indoor","April,May,September,October",https://places.googleapis.com/v1/places/ChIJb8Jg9pZYwokR-qHGtvSkLzs/photos/AU_ZVEGYhLvBqrUHlqmChPCWKuXL4CmgnwjSxrI-saNFilTbI7QZbjG_jIqmWlSmjkLf0XJ5KbSGmopRxY5a72DI5sSNPyI3NHHCopZGISx8ut_rLOHRiLyr6-kSz3CKVO3CMhmVNBXmW0-H13_YAcatexu5LkihhRwVfYJxt8G-srNBlAGdx-L-BgyKCWx-O9yW_9sDBdyjD7tW83bpvDrDgehHniJXLXo954F50KmQJBfe8FVW0NdtJv4pE3K_rjUjgTCjbL2mWj2Gvlmv0YeLm6j-KpPoKdJE8x_XDoV2qKIsDK9O7AHzTzbpGfrE6rTd_0pn0SuHpJMH9OSmpYfYDqn5OUfRHKQ-sa1o22u8aNUQHnY_7xEF88H_-TTm4IypF1TJoTWljn-vZyYXGusFSpynn698x4uFhHpZ-h-p4YMiQ14/media?maxHeightPx=400&maxWidthPx=400&key=AIzaSyBGqPSoZtuSxawtrVO9GCXZ-Yq-lk2r-Yk,"1000 5th Ave, New York, NY 10028, USA",4.8,92301,40.7794366,-73.963244,https://maps.google.com/?cid=4264808743088595450&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,True
JFK,New York,United States of America,Brooklyn Bridge,outdoor,A National Historic Landmark offering stunning city views.,"landmark,outdoor,walking,photography","April,May,September,October",https://places.googleapis.com/v1/places/ChIJK3vOQyNawokRXEa9errdJiU/photos/AU_ZVEGJKFhpMBe1-zWmtIlmypeBUpoKBPKa4J9I9BW3NKMRKVNKA5eOL4w7k33LBl-vZNBhvokKsR9NcUR0R5q63wHGgVMqrVfpqlYkqpHXgs6DMoDPO3l_XijjqkMC8r3oXkqqxKwXStTrhRDLGl98LCqOldYvkl1pxiNIGP4J2LqG3WKpZ0WiatDgtwm0iY5Id6GAQC7yff7-pVUglXIkQsfqidhoo_F-9j-F0zzn7YghgcRTI7STkMiz2pEYoXzc3EYSzUy4OWa3yGUUPV_4Cm8eXjcPujtJGhJOT7TBHEBn6PHDJuXsU0DxJEa8Y_drC9ydGsPFUWHvpj-sJ22J-7VNS26vCCymNkmWShRphzxXvcrNUjAOj3XD5f-Op3lSYPVqnWwexw1ks8EiDOS9lNxo66DN6x7sQHHbuVfAikDZzUmT/media?maxHeightPx=400&maxWidthPx=400&key=AIzaSyBGqPSoZtuSxawtrVO9GCXZ-Yq-lk2r-Yk,"New York, NY 10038, USA",4.8,91120,40.7060855,-73.9968643,https://maps.google.com/?cid=2677070821511218780&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,
JFK,New York,United States of America,Fifth Avenue Shopping,shopping,New York's legendary luxury shopping destination.,"shopping,luxury,city,walking","April,May,September,October",https://places.googleapis.com/v1/places/ChIJcQM7oP5YwokRvrQ8ty1ULps/photos/AU_ZVEGAS7c0qPDhebxm9yLnAuhzHyIxUwqMfPs_fPMJXJ9pGirimzjoIuaBZqm6NnJYG159WfHlVB1XmIboybAI-fGm6FHCda-dgQh9Gonq6K8uFgONLtyglfSJ8axvLgjRIT8qGAMKTjo7glDfi9iHSuIJpa82IL2t70S5P5GDGYafZJeUApEabyFxpK-A_Hq0dR-xn0AJx6Z_GgzJesUmKMFMw0-sZNpRVI4P0ElLbWYFh055JGQ3zE_TfkyHabVGd1vkjDNm17p0Mve0ZShbKmYVlR_JfbBc_uHXRIXZJ9ajG8dgH0FDfqYlHFsTnvutCqA-t9pFjaPo-luUKZPBQEGUPTPPvOOcwghh0e9wb0BELZ6VvaDWgxqnzHF78h56f4kA-aS36pZxYDZKzGf9Gv2Ef8EnaF5XjKNPCWK3riny9Q/media?maxHeightPx=400&maxWidthPx=400&key=AIzaSyBGqPSoZtuSxawtrVO9GCXZ-Yq-lk2r-Yk,"611 5th Ave, New York, NY 10022, USA",4.4,6861,40.758137999999995,-73.97725609999999,https://maps.google.com/?cid=11181967480131990718&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,
DXB,Dubai,United Arab Emirates,Burj Khalifa,luxury,The world's tallest building with observation decks and fine dining.,"luxury,landmark,city,photography","November,December,January,February,March",https://places.googleapis.com/v1/places/ChIJS-JnijRDXz4R4rfO4QLlRf8/photos/AU_ZVEHx1Q6WpdVvB6HXQlZPQMY28XMFVq3S33yYdPwg3YRLGY35OGIYAWHFjCwhNm1TxAUEpA3il_cP_Xo5oZyNDNQKiuE7UwHUGLARXy2AI2kKVeT0FHbOeK4dZYht7dhBNCyUsS5M2G2qdr5ez95ONVjqV6jGOuVsr_O6b8NuRsp4Y_aam2GA1iqHQ5qKlPg-KoSyVS9xO-xPPPjoaLZisk4Fx2jgFXeA7u_-Bxikvwj3c8yGc4MDDYiefqWV57jb_6aLXHq2o8URW1qGpa1p2KzmUOclLA689D4gkJvf-ybVLpf7HrWRgiIQWDCfy6QgCnOQ4Qd6QziBqqSASmyYlGa4TYh5hH1Ing7rxdmHsRze2G10qhHi4wKyfcmGFZB0mkLRYVgKl-BDD3DVUTBwiXNr2n1kOHyXr3rtta1fshQ-9Q/media?maxHeightPx=400&maxWidthPx=400&key=AIzaSyBGqPSoZtuSxawtrVO9GCXZ-Yq-lk2r-Yk,1 Sheikh Mohammed bin Rashid Blvd - Burj Khalifa - Downtown Dubai - Dubai - United Arab Emirates,4.7,169829,25.197197,55.274376399999994,https://maps.google.com/?cid=18394360053605775330&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,True
DXB,Dubai,United Arab Emirates,Dubai Mall,shopping,"One of the world's largest shopping centres with 1,200+ stores.","shopping,indoor,family,entertainment","November,December,January,February,March",https://places.googleapis.com/v1/places/ChIJB1zIKShoXz4RnbaTPPup7aU/photos/AU_ZVEHnHgc971v6876OmEk4Uuk-48d00hrpz7pBKbXlLihon23Ezd7o4iu5EWUHrfxEOEN6n0CYFFuSxDQXwcXX6w4wrSJIEm6h7I8NGzKc0CuHIhf9zW7YvTQEIq9jBoonwGbHOdnbXfjdZsdCeNzv0Ru6VLn1QUEFFKBuzDLUYFW3ZyxVO_GIAbGRkSGTfeHgTic3Np_PkvGp2EFT_NYiwBcUedP0zp6-3DK5A55E5n9rz-83NGd5fBaLypXjELppz-iBcRN-JEQPaQ9eKQS0bcsaozCdnR7QKo2WEbTfHEmt1w/media?maxHeightPx=400&maxWidthPx=400&key=AIzaSyBGqPSoZtuSxawtrVO9GCXZ-Yq-lk2r-Yk,Burj Khalifa - Downtown Dubai - Dubai - United Arab Emirates,4.7,286237,25.1972295,55.279747,https://maps.google.com/?cid=11956399482256733853&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,
DXB,Dubai,United Arab Emirates,Desert Safari,adventure,"Thrilling dune bashing, camel rides, and Bedouin camp dinner.","adventure,outdoor,culture,nature","November,December,January,February,March",https://places.googleapis.com/v1/places/ChIJAauOmZhdXz4Rz6NB41RYT1M/photos/AU_ZVEF19y2CXW7n6ZlBRJxCXQQ0gP448QhY4rAtv2orgis_3gU60GugmCItGTo9DbSfrQQX5kj_NWpYM18yGRlJQqQSJqKLSSwg4MA-PqM8Ux7yg7JjB-9F3_O3EczpKkXvph6pM-NT662tuQQgg8i2S7Feh80NRQevsj6DEsb5vQU5Tv6mmopiHCZTpC0a49bsL7Cg-KQYTyEaamoafF51fL5WEqz0_9jiFHF9xc4Suzz3_mHOw5NmJipzNERH7BcNeJtwsL0aASgSHtr6oB46iHkCw4LhLhgPQcCobGOQ1MOetQ/media?maxHeightPx=400&maxWidthPx=400&key=AIzaSyBGqPSoZtuSxawtrVO9GCXZ-Yq-lk2r-Yk,The Iridium - 17 Umm Suqeim St - Al Barsha First - Al Barsha - Dubai - United Arab Emirates,4.6,1538,25.1185309,55.207429499999996,https://maps.google.com/?cid=6003113949921387471&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,
DXB,Dubai,United Arab Emirates,Dubai Creek,culture,Historic waterway at the heart of old Dubai.,"culture,history,water,walking","November,December,January,February,March",https://places.googleapis.com/v1/places/ChIJj6bUj0NDXz4RiGXSLX__Icg/photos/AU_ZVEGGHVY0n2JKY1TJAcNMSOESpsOt7ci-qOdQtpwzTfP_hppzRC6_p2oDK25C2d9ujoiRHnJKY6oZrMBuPE_NpRcj2MGDO2KUzAI95UrKQ7Xc86wf557AvxwQXUo8-6n43Y9UKHT-Dd9PxVhgv8m5EEfM6fy4pZsewDButQSq0YhFhROs4ZdjhtmNSv0W-vvJuYDPcabR-JWiuR2bfHdfxT0avhDcMscW1v3WA3NeNXry1ak9Fu-_00sh3ijMtkBeK3ig9JISZ7dnrU83GyOuedkptaSdydqz2SOfKJBAPCCJeK8IbqPtYMCuwg2d1gp3-CY_yWJuzmB0vxUrw5egn0m7AsYwpknVmB0vYCtDajFS8TA29tIwcHfVMJnF_Lm5nLv1TXNQWJXxO-jzDqSKG_1E4pvBRKtzgWmBdnBTZZQ/media?maxHeightPx=400&maxWidthPx=400&key=AIzaSyBGqPSoZtuSxawtrVO9GCXZ-Yq-lk2r-Yk,Dubai Creek - Dubai - United Arab Emirates,4.6,1737,25.2384521,55.3280674,https://maps.google.com/?cid=14421088403511731592&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,
DXB,Dubai,United Arab Emirates,Palm Jumeirah,beach,An iconic palm-shaped island with luxury resorts and beaches.,"beach,luxury,relaxing,resort","November,December,January,February,March",https://places.googleapis.com/v1/places/ChIJFTtlwikVXz4RFj5Kdq68yj0/photos/AU_ZVEHszHPOPXTu_bs1jDPkBNfITQsKvNUpgN9RHxmktOhiLJQw_ZY_jEJ6WKAlBYAisvt3LNLLVnuM3BUrt1zcrAPK0VrYhTmu7pD5X43KDUPzwxNbIArN2Cyj-OKE87-KuJaOnBQepcJ957VJKx4lWinU36qGmFd4PiPBdRmzdoUf1tiIgawkLtybnVIoJ83CDRx2UaFzQNl_MHEQMSa-Gb8L3wZK4Y6Rd0DxHnYS0BwF67ujB1eZSwHdTAdAsrVvD4pp8Ga0VmaqrAxzW1lWf3r_tLbs6c-kzA77uwMYsuTycMmYesw_QNp9rf14zSysrxrQiXjecS92DtsBOCrOCWoTbGQUhf4RtSpzTwr516dR2YF4UmMn4ofcy35wmOpUGqcFLKlsWvxQpUBCMD1Zz0dHjF9_V4RALgZjRAHqKVCk3NE/media?maxHeightPx=400&maxWidthPx=400&key=AIzaSyBGqPSoZtuSxawtrVO9GCXZ-Yq-lk2r-Yk,Palm Jumeirah - The Palm Jumeirah - Dubai - United Arab Emirates,4.7,6979,25.1124317,55.138977999999994,https://maps.google.com/?cid=4452578639104065046&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,
BKK,Bangkok,Thailand,Grand Palace,culture,The stunning former royal residence with Wat Phra Kaew temple.,"culture,history,architecture,landmark","November,December,January,February",https://places.googleapis.com/v1/places/ChIJPzZsMU6Z4jARQUzvk913bCo/photos/AU_ZVEGilSSOGROSAQ9DRFTpuJG04s2c1QPDmFN_QgQ5rD8HG5_scbvaJG2D8lodmepgdipO0G7i-mDRMdDpTbvz02KgX3Tq97_l58n19DocAowu_kGv_lbe-7gyQIOoiQycaXzVBquFTmoD3PXc_UmT8BePHeA5VcalxhiT-WelEBU6fdVx-pVg2aseXvnYIGiL9Ntxbc2hMKqnZQRFfp-Tc1DEkrI5ycWuQm9m3UTs1vM8jJQYBy2j1DIqZEZTC3DvuBvm1F_rnlvNUjgxHjlw4NxQKtXYYh6c6aKpLZGYClJsFa6svnGtB2gEqG2mHLKpCW8NHSm-Q_Os1KboYehOjiJI4UrOB1JHG4eyobf1AIEtisalptKotmiNLEmEJvIcfk-aqOtIodUIuXUXyoZ6dh0Wa2qg0k2mSEtH9GEfT-79r7k/media?maxHeightPx=400&maxWidthPx=400&key=AIzaSyBGqPSoZtuSxawtrVO9GCXZ-Yq-lk2r-Yk,"Phra Borom Maha Ratchawang, Phra Nakhon, Bangkok 10200, Thailand",4.6,77310,13.7498558,100.4915765,https://maps.google.com/?cid=3056950040631135297&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,True
BKK,Bangkok,Thailand,Chatuchak Weekend Market,shopping,"One of Asia's largest markets with 15,000 stalls.","shopping,culture,walking,bargain","November,December,January,February",https://places.googleapis.com/v1/places/ChIJ3fiD6BSc4jARS324hNeR8ZE/photos/AU_ZVEF5kYG_vt494BQB3b6Xk4nK2kf7EO00IcMS_ZGRFEaqP6s16OtjPFKCO0e1nDPQAvvJCeJPKrhVOHxo87MNLxgSto3yy4nLv-ZORGmPdRRg8BxXQWjsYz7Uk4tN3RsH9Ap_G6lha7B6EK46bIux3K34jtyULNrn0Ohn75IFmXtKJPE6vhZ692ldZzPb8hkyMPZXLZTf1aJiPUGrtboy95asGTiHjSCMfxElwfz1FZWa5uLDUG_Cb4YKp_Bz7TDZ_qkJSNC_ycffdiZKGPU4bTqbQWcTpCBfdYQbjjRG7ld91YQXqoQ4XA0WkIUTHrFOeEf60DPo7-MnqHdC7iBw9qb1Vcn-l0WPtr-d2tvVD25ByjuP0np3aQlcWD4jPwowBhF76FdX6khKY15j2J4brRSh0Tmh36V610pF5EeNEgCysdh7/media?maxHeightPx=400&maxWidthPx=400&key=AIzaSyBGqPSoZtuSxawtrVO9GCXZ-Yq-lk2r-Yk,"587, 10 Kamphaeng Phet 2 Rd, Khwaeng Chatuchak, Khet Chatuchak, Krung Thep Maha Nakhon 10900, Thailand",4.4,55130,13.799781,100.55042449999999,https://maps.google.com/?cid=10516346959717498187&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,True
BKK,Bangkok,Thailand,Floating Markets,culture,Experience traditional canal-side trading at Damnoen Saduak.,"culture,food,water,tour","November,December,January,February",https://places.googleapis.com/v1/places/ChIJzddV98ed4jARsZ7Bi-51v2k/photos/AU_ZVEEHJRQEezse--jEhrH6Su81sJPWG1gDGaAzxEi7hNwfNQt2gRvdSZrk04qlCJhwUDb_cAj5TkABPRQz96mxiCkGSU5mNAHIgbnsdfCDraeOf-BE6js_pw6vZ04fxfugoqVPMtHMdx-qDD7OTzG7jf3FNXKJgzoA5f2KvdWdBeROycu1ZS9kSVEDg8N6LKxsEhLoAD5V9jR--nX_okW43GEqqyFzyIjhNHqcv6PbjvEGd7zSpd1F4lRGp5uN23FtqnqlKhjsOkHgirMY1xaSu8T3QvAKwhfjdRN9HuKqh5mUOg/media?maxHeightPx=400&maxWidthPx=400&key=AIzaSyBGqPSoZtuSxawtrVO9GCXZ-Yq-lk2r-Yk,"30/1 หมู่ที่ 15 Thanon Bang Ramat, Khwaeng Bang Ramat, Khet Taling Chan, Krung Thep Maha Nakhon 10170, Thailand",4.3,11458,13.7616655,100.41578849999999,https://maps.google.com/?cid=7619938761941556913&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,
BKK,Bangkok,Thailand,Muay Thai Show,culture,Witness Thailand's national martial art in an electrifying venue.,"culture,entertainment,sports,indoor","November,December,January,February",https://places.googleapis.com/v1/places/ChIJEyraT0CZ4jAREz5xKJKTLDM/photos/AU_ZVEFom1I0whff78ifd4RYrcSHcMAQaHyaLm97sY26kboJhhXZCsJFxidg7CCHJfPwjOtw_ablbuK2l90serXkqBGzorJobq7PkCNaR7yH9uk7NnNlAMyumEh5_eWWbVvE7wL78coHjcqRauVROquJmSLMEa9Yigk0HxHFCVnujV7H255kyhyOXib_NxAXoiGqdouqlw1b4iJmfObTtmy0pqIctcPz7acBwpU_Ew_3rFIjFJD6j-v8-Mxz1UkBK2YgwAjxfXIZIsgKNEL7CO6LceNCpWAzCEUorNX_OtGK43awJA/media?maxHeightPx=400&maxWidthPx=400&key=AIzaSyBGqPSoZtuSxawtrVO9GCXZ-Yq-lk2r-Yk,"8 Thanon Ratchadamnoen Nok, เเขวง วัดโสมนัส, Khet Pom Prap Sattru Phai, Krung Thep Maha Nakhon 10100, Thailand",4.8,7712,13.7610766,100.50851290000001,https://maps.google.com/?cid=3687484450862611987&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,
BKK,Bangkok,Thailand,Rooftop Bars,food,Sky-high dining and cocktails with panoramic city views.,"food,nightlife,luxury,romantic","November,December,January,February",https://places.googleapis.com/v1/places/ChIJhxshNqWf4jARgYxEW8hBGcE/photos/AU_ZVEGUbciDTXUFppW6ee3hcllvX5UnpfNpWgg_IlJVYORHM4qICQKBxdIPCPiQOYA2AOINdyg-CiboyoxM13blvbhxrPKTQ7f6-qnmF5hgLu-F0ZE678Y_srxEy-wb2HmkVtzeXCFthwcr8jup6CgD3_VxD7VmLLYqf7sf8Tsux_bPtUl2nJ2-Ax304AP5eQr1vfppfkUkfkusoSq2c71LF-ODoTjw9ChY3HdHqZ_ToAKDZ-6XtyuTY1x7M-rJplp9TpjSGvupNdWCe6t5v7sLzsq6j7AzmECltLVMQMjm2wXdFg/media?maxHeightPx=400&maxWidthPx=400&key=AIzaSyBGqPSoZtuSxawtrVO9GCXZ-Yq-lk2r-Yk,"2 ซอย, Sukhumvit Rd, Khwaeng Khlong Tan Nuea, Watthana, Krung Thep Maha Nakhon 10110, Thailand",4.4,5993,13.723502300000002,100.58054260000002,https://maps.google.com/?cid=13914224852518341761&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,False
SIN,Singapore,Singapore,Gardens by the Bay,outdoor,Futuristic Supertrees and climate-controlled garden domes.,"nature,outdoor,landmark,family","February,March,April",https://places.googleapis.com/v1/places/ChIJMxZ-kwQZ2jERdsqftXeWCWI/photos/AU_ZVEEc_OLPKDZcj7ZdvCAsQXEUFMM-cJUrPU-mm22-5-QxxEX3WSnLaVshDGH2-HIAdVq5jL5I0pJjGwIzHHB76cwhpbIqbc7m_-yu3_Fy2TqdSGgABRMkfW54bxMU-Mxk5g7mmh14XH0xXJUAcikp5P5X-EMxYDAdaAU7zpObHvHLMlC-n_5cZNbfyvTJFYs3m735jRAqpjb_FBySyAYFabbtLOCOfhiVibx-cSWW04d6ucEFF7jw25Vqv6Tdiyd8vIJUQBAQMluz_7aTGkQl3dplNtmkXhMWY6aodQavWTFvnusAjgTuSQIHS1LU5bXpvUkKCkLFLxIBHapFY0_Y3oVo_aBfMpq4qQsPAS6TNc2YY1oLcBBLdy09SBgucoyuOdIQ7NunAnE9yKfcUJUpA0rmdJABmjc506M4rE20fQxReyM/media?maxHeightPx=400&maxWidthPx=400&key=AIzaSyBGqPSoZtuSxawtrVO9GCXZ-Yq-lk2r-Yk,"18 Marina Gardens Dr, Singapore 018953",4.7,156311,1.2815683,103.8636132,https://maps.google.com/?cid=7064342931399756406&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,True
SIN,Singapore,Singapore,Universal Studios Singapore,family,A world-class theme park on Sentosa Island.,"family,entertainment,theme-park,fun","February,March,April",https://places.googleapis.com/v1/places/ChIJQ6MVplUZ2jERn1LmNH0DlDA/photos/AU_ZVEHTnZlG-_nWnb2IEPHUEmHf1mDqD29ThXuxVc2aKGYydKpdX5ROckX2shDJYSSbnQdBzpj_yEeztpRmNY0AZ7rKRz_PSIky04JG0CJVtCMD0VrLyAWJnlmPv8zTOXeeWI6Otrx81tLhEjtRnP66Ssu_9s--hckBfG1wGF1Fm29dFUqGyxJaDZhrrVYEFDL_hqzHzf8AIH30U1FzpDlq5_xPNF0_JaVPJTf5nDWhuzsCic91BCV_8ojdFiwV6opd828NJoKz0fLTmKpP4UB3tpgVQNexZ2vgqKb02bcVXdjGUm-2eW9siy0avytIXvaEY2eLwuqrWgN2bA9ZmsJ23hp8rnIHesyWawzaiEYQRWh605qaZq4zqEfSJtHDFfggfTuf9KN7TQfZwDiadj1WM3l8jNj6malvVyn_l-kmh46R2pID/media?maxHeightPx=400&maxWidthPx=400&key=AIzaSyBGqPSoZtuSxawtrVO9GCXZ-Yq-lk2r-Yk,"8 Sentosa Gateway, Singapore 098269",4.6,110446,1.2540421,103.82380839999999,https://maps.google.com/?cid=3500426646667023007&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,True
SIN,Singapore,Singapore,Hawker Centres,food,Sample Singapore's legendary street food at Maxwell or Lau Pa Sat.,"food,culture,local,budget","February,March,April",https://places.googleapis.com/v1/places/ChIJseQsTQ0Z2jERqpBTWF0Zf84/photos/AU_ZVEGPUG7jfTC0LJNjfNdijY8F_3I8fIXFZWyz3TO_eaAd2xWos8bsuaM05fn7dauM2zwoVfj7WbGCTE7C_RAeNYw4exzG5TPkxfP8bDHlbQfpm8yaNjPNpb8WnkpM8TJ7WO9IbqNIjdGEJ18VW0PQ7vzf_zOVe0ng-6lU3G-CZk7Q6Uov1kP3H7-OAA4r1tEWuu2BEVUaEyQ5bGAcDtiS2y_wCERf05T1rVl2LMNkN0Z-v-xCIfM1F6I7jr5CH8ewu2v6srovbCCe9iAXuVmf9XReAIQCZ-57bujxichxFTDNjpq01HC5YJY-vu10SZMT4tP_F7FugzaD8L3IYXAAbeLJ83tV6CqwAFQk8NWH6kuJUDsx2XKS5YuLlkwFXF2ZbqabMSi4Uh-td1BjEK-o5RN61ANL1dI6mN0t4eLvA5AjLw/media?maxHeightPx=400&maxWidthPx=400&key=AIzaSyBGqPSoZtuSxawtrVO9GCXZ-Yq-lk2r-Yk,"1 Kadayanallur St, Singapore 069184",4.4,22898,1.2803361,103.844767,https://maps.google.com/?cid=14879639582559932586&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,True
SIN,Singapore,Singapore,Marina Bay Sands,luxury,Iconic resort with rooftop infinity pool and casino.,"luxury,landmark,city,nightlife","February,March,April",https://places.googleapis.com/v1/places/ChIJA5LATO4Z2jER111V-v6abAI/photos/AU_ZVEHMnd0OQXVvxFRiq0q91X17oukElgMTAKMjyV7s5AoMNlSwo5XcsVJ7Ai0ReKce4f7QCReJnOWNkruBYFsOINrW44ERDfWMg9XKx0xUrlrj1BpvgQYBz_MIQ4XzsC_-C8kYL0-sFzWdZ5UqMmO0GkhIn9VlJg0EQD2crsDaCyzw5C7CUnnTNgQcYOMgfyGm7aXnCCCkLfrvXRSN_9kggIfDbf_-54lapUrAQd1G9xsnue3zjc4x5E4k5X39430WEFtHoHZdS2D-6hgquCjR-Zm_beQFJbKJXJNtANjYM5lv2w/media?maxHeightPx=400&maxWidthPx=400&key=AIzaSyBGqPSoZtuSxawtrVO9GCXZ-Yq-lk2r-Yk,"10 Bayfront Ave, Singapore 018956",4.7,62810,1.2837574999999999,103.8591065,https://maps.google.com/?cid=174684905472875991&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,True
